CID	CAS	CanonicalSmiles	xlogp	tpsa
1519430	3753-18-2	COCC1=CC=C(C=C1)C2=CC=C(C=C2)COC	18.5	2.8
6572	78-97-7	CC(C#N)O	44.0	-0.3
1897601	22052-04-6	C1NCNC(=S)N1	68.2	-0.5
8187	112-45-8	C=CCCCCCCCCC=O	17.1	3.8
8195	112-55-0	CCCCCCCCCCCCS	1.0	6.1
3062284	80567-67-5	CC1=CC(=C2C(=C1)SC(=O)N2)C	54.4	2.4
11194901	13223-43-3	COC1=CC(=NC2=NC(=NN12)N)OC	87.6	0.4
2294	57-44-3	CCC1(C(=O)NC(=O)NC1=O)CC	75.3	0.6
9839190	194098-25-4	CNCC1=CC=C(C=C1)NC(=O)C2=CNC3=C2C(=O)CCC3	74.0	1.1
16724	2244-16-8	CC1=CCC(CC1=O)C(=C)C	17.1	2.4
3045407	3735-85-1	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)COC6=CC=C(C=C6)OC	109.0	4.2
30392	20954-13-6	CCCCOC(=O)C1=CC=C(C=C1)N2C3=CC=CC=C3C(=N2)OCCN(CC)CC	56.6	5.4
31231	122-84-9	CC(=O)CC1=CC=C(C=C1)OC	26.3	1.6
66688	92-00-2	C1=CC(=CC(=C1)Cl)N(CCO)CCO	43.7	1.3
129462	121625-72-7	CC1=C(C2=C(N1CC(C)C)CC(CC2=O)(C)C)CC(=O)O	59.3	2.8
7472	99-98-9	CN(C)C1=CC=C(C=C1)N	29.3	1.8
5576	127-48-0	CC1(C(=O)N(C(=O)O1)C)C	46.6	0.3
3049501	64951-26-4	CCOC(=O)NCC1CCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC	112.0	2.4
5311454	49763-96-4	CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O	38.7	3.6
8411	119-90-4	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N	70.5	2.2
18636	3268-87-9	C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl	18.5	8.1
91771	104653-34-1	C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br	62.6	8.3
5497163	122-32-7	CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC	78.9	22.4
7498	100-39-0	C1=CC=C(C=C1)CBr	0.0	2.9
8125	111-66-0	CCCCCCC=C	0.0	4.6
7411	98-87-3	C1=CC=C(C=C1)C(Cl)Cl	0.0	3.0
7258	95-77-2	C1=CC(=C(C=C1O)Cl)Cl	20.2	3.3
24361	2210-77-7	CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2	32.3	2.4
440917	5989-27-5	CC1=CCC(CC1)C(=C)C	0.0	3.4
8909	142-96-1	CCCCOCCCC	9.2	3.2
27195	15310-01-7	C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I	29.1	2.8
19707	3848-24-6	CCCC(=O)C(=O)C	34.1	0.4
123163	2425-15-2	CCOP(=S)(OCC)OC1=CC(=C(C=C1)[N+](=O)[O-])C	106.0	4.0
8188	112-48-1	CCCCOCCOCCCC	18.5	2.5
28935	18181-70-9	COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl	59.8	5.5
8134	111-77-3	COCCOCCO	38.7	-0.9
764139	120-11-6	CC=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC	18.5	4.1
12012	616-02-4	CC1=CC(=O)OC1=O	43.4	0.2
61504	10347-54-3	C1CC(CCC1CN=C=O)CN=C=O	58.9	3.5
68023	459-57-4	C1=CC(=CC=C1C=O)F	17.1	1.6
83656	13680-35-8	CCC1=CC(=CC(=C1N)CC)CC2=CC(=C(C(=C2)CC)N)CC	52.0	5.7
1032	79-09-4	CCC(=O)O	37.3	0.3
32876	25319-90-8	CCSC(=O)COC1=C(C=C(C=C1)Cl)C	51.6	3.7
7519	100-66-3	COC1=CC=CC=C1	9.2	2.1
73281	111991-09-4	CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC	161.0	0.6
8262	115-24-2	CCS(=O)(=O)C(C)(C)S(=O)(=O)CC	85.0	0.4
3069744	85111-28-0	C(CNCC(CCl)O)NCC(CCl)O	64.5	-0.7
3039473	50673-10-4	CC1(CC2=C(O1)C(=CC=C2)OC(=O)N(C)SC3=CC(=C(C=C3)Cl)Cl)C	64.1	5.1
5363388	3681-71-8	CCC=CCCOC(=O)C	26.3	1.9
9386	306-94-5	C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F	0.0	5.6
8264	115-26-4	CN(C)P(=O)(N(C)C)F	23.6	-0.1
70882	10539-19-2	CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3	31.4	4.8
3335	36330-85-5	C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O	54.4	3.2
50230	68683-30-7	CC(C1=CC=CC=C1)OC(=O)C(C(=O)C)Cl	43.4	2.6
39676	50471-44-8	CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C	46.6	3.1
80183	6090-15-9	CC(=CCCC(C)(C)O)C	20.2	2.5
10853	538-32-9	C1=CC=C(C=C1)CNC(=O)N	55.1	0.7
174656	87757-18-4	CC(C(=O)N1CCCO1)OC2=CC=C(C=C2)OC3=C(C=C(C=N3)Cl)Cl	60.9	4.0
6383	75-62-7	C(Cl)(Cl)(Cl)Br	0.0	2.9
10886	540-07-8	CCCCCC(=O)OCCCCC	26.3	3.8
289	120-80-9	C1=CC=C(C(=C1)O)O	40.5	0.9
214146	27778-84-3	CCCOC1=C(C=C(C=C1)Cl)C(CN(C)C)C(C)CC	12.5	5.4
23063	6587-23-1	C1=CC2=C(C(=C1)Br)N=C(N2)C(F)(F)F	28.7	3.0
93246	46355-07-1	CC(C)OP(=O)(O)OC1=CC=CC=C1	55.8	1.6
11429	584-03-2	CCC(CO)O	40.5	-0.2
15752	1817-73-8	C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)[N+](=O)[O-]	118.0	2.1
82496	10254-57-6	CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC	121.0	7.4
89479	21280-29-5	CC1(CCCC23C1CC(CC2)(C(=O)O3)C)C	26.3	3.4
23415	90622-57-4	CCCCCCCCC(C)C	0.0	5.9
7923	108-31-6	C1=CC(=O)OC1=O	43.4	-0.1
13000266	3158-91-6	C1=CC=C2C(=C1)NC(=O)C3=C(O2)C=CC(=C3)Cl	38.3	3.0
6561	78-84-2	CC(C)C=O	17.1	0.8
352756	58890-25-8	C1CCC(CC1)NC(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)NC4CCCCC4	82.3	5.5
13232	828-00-2	CC1CC(OC(O1)C)OC(=O)C	44.8	1.1
82162	5394-36-5	CCC1(C(=O)NC(=O)N1)C	58.2	0.2
65600	10447-39-9	C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O	23.5	3.4
6918092	117091-64-2	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O	207.0	-0.7
200605	2302-30-9	C1=NC(=C(N1)Br)Br	28.7	2.1
94483	38103-06-9	CC(C)(C1=CC=C(C=C1)OC2=CC3=C(C=C2)C(=O)OC3=O)C4=CC=C(C=C4)OC5=CC6=C(C=C5)C(=O)OC6=O	105.0	6.5
2265	446-86-6	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]	143.0	0.1
171018	51282-49-6	COC(=O)C1=C(C=CC(=C1)Cl)[N+](=O)[O-]	72.1	2.5
65591	7036-58-0	CCCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2	44.1	3.6
11243969	361442-04-8	C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N	90.4	0.7
8550	131-01-1	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC	109.0	4.1
5369403	5443-49-2	C1=CC=C(C=C1)C=C(C=O)Br	17.1	2.7
10204	481-30-1	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	37.3	3.3
19873	3971-89-9	CC1=C(C(=C(C=C1)OC(=O)NC)C)C	38.3	2.5
7269	95-93-2	CC1=CC(=C(C=C1C)C)C	0.0	4.0
86355	120162-55-2	CN1C(=C(C=N1)C2=NN(N=N2)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC	189.0	0.3
6709	82-44-0	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl	34.1	4.0
3672	15687-27-1	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	37.3	3.5
335	95-48-7	CC1=CC=CC=C1O	20.2	2.0
92431	105512-06-9	CC(C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F	57.7	3.9
637564	142-83-6	CC=CC=CC=O	17.1	1.2
12566	644-08-6	CC1=CC=C(C=C1)C2=CC=CC=C2	0.0	4.6
21071	1335-47-3	CC1=CC=C(C=C1)CC2=CC=C(C=C2)C	0.0	4.6
185460	202189-78-4	CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O	67.6	2.3
20417	4394-85-8	C1COCCN1C=O	29.5	-0.6
8758	139-13-9	C(C(=O)O)N(CC(=O)O)CC(=O)O	115.0	-3.2
6918493	177036-94-1	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C	81.5	3.8
98429	35265-04-4	CCC(C)NCCO	32.3	0.4
3784	75695-93-1	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC	104.0	4.3
67350	145-39-1	CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C	91.6	4.3
2787	30299-08-2	CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O	93.1	7.5
51369	71626-11-4	CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2	46.6	3.4
69827	765-15-1	CCCCCCCCCCCCSC#N	49.1	6.5
57350	98216-44-5	C1C2=CC=CC=C2C3=C1C=C(C=C3)C(=O)CN4C=CN=C4	34.9	3.2
74195	1625-91-8	CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)(C)C	0.0	7.7
7569	101-67-7	CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(C=C2)CCCCCCCC	12.0	11.6
31252	123-32-0	CC1=CN=C(C=N1)C	25.8	0.6
4494	75530-68-6	CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C	134.0	2.9
21387	5315-79-7	C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O	20.2	4.6
9570884	93503-00-5	CC1C(=NOC(=O)NC)SC(S1)(C)C	101.0	2.4
42721	58327-10-9	CC1CC(CC(C1)(C)C)OC(=O)COC2=CC=C(C=C2)I	35.5	5.5
169132	4098-71-9	CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C	58.9	4.5
7473	99-99-0	CC1=CC=C(C=C1)[N+](=O)[O-]	45.8	2.4
17113	2440-22-4	CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2	50.9	4.3
72073	2423-66-7	C1=CC=C2C(=C1)N(C=C[N+]2=O)[O-]	46.4	-0.1
60582	3563-14-2	C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)N	135.0	-0.6
84677	14868-03-2	C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O	40.5	5.0
8560	131-17-9	C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C	52.6	3.2
192197	84-16-2	CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O	40.5	5.2
8062	110-61-2	C(CC#N)C#N	47.6	-1.0
5284503	928-97-2	CCC=CCCO	20.2	1.3
77128	3581-11-1	COC1=C(C=CC(=C1)C#N)OP(=S)(OC)OC	92.8	2.8
85537	16672-39-2	CCCCOCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCOCCCC	89.5	4.1
62555	4948-15-6	CC1=CC(=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C(=O)N(C8=O)C9=CC(=CC(=C9)C)C)C2=O)C	74.8	8.3
196996	1511-67-7	CP(=O)(O)F	37.3	-0.6
7502	100-43-6	C=CC1=CC=NC=C1	12.9	1.6
19645	3806-34-6	CCCCCCCCCCCCCCCCCCOP1OCC2(CO1)COP(OC2)OCCCCCCCCCCCCCCCCCC	55.4	17.3
177	75-07-0	CC=O	17.1	-0.3
676454	103-85-5	C1=CC=C(C=C1)NC(=S)N	70.1	0.7
7869	107-40-4	CC(=CC(C)(C)C)C	0.0	3.6
4654	51-65-0	C1=CC(=CC=C1CC(C(=O)O)N)F	63.3	-1.9
85595	26523-78-4	CCCCCCCCCC1=CC=CC=C1OP(OC2=CC=CC=C2CCCCCCCCC)OC3=CC=CC=C3CCCCCCCCC	27.7	19.3
2465	53684-49-4	CC(C)(C)NCC(COC1=CC=CC=C1OCC2CCCO2)O	60.0	2.6
8635	134-20-3	COC(=O)C1=CC=CC=C1N	52.3	1.9
46439	64037-75-8	CC(=O)C(CCC(=O)OC)Cl	43.4	0.8
61670	13708-12-8	CC1=C2C(=CC=C1)N=CC=N2	25.8	2.0
2378	60628-96-8	C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4	17.8	4.8
119157	100924-68-3	CN(C)C1=CC=CC=C1CS(=O)C2=NC3=CC=CC=C3N2	68.2	2.7
8091	111-11-5	CCCCCCCC(=O)OC	26.3	3.6
67215	129-73-7	CN(C)C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C	6.5	5.3
7540	101-02-0	C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3	27.7	5.5
71643	886-08-8	C1=CC=C(C=C1)CN=CC2=CC=CC=C2O	32.6	2.8
55957	89427-19-0	CCNC(=O)OC1=C2C(=CC(=C1Cl)Cl)NC(=N2)C(F)(F)F	67.0	3.6
18303	3068-88-0	CC1CC(=O)O1	26.3	0.3
13918856	77-54-3	CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C	26.3	4.5
5481173	72558-82-8	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	245.0	0.4
25565	12663-46-6	CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO	177.0	0.2
5367650	33189-72-9	CCC=CCCCCCCCCCCOC(=O)C	26.3	5.9
8079	110-83-8	C1CCC=CC1	0.0	2.9
68933	599-88-2	CC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	106.0	0.3
7833	106-87-6	C1CC2C(O2)CC1C3CO3	25.1	0.8
21325	5254-41-1	CC(=O)NC1=CC=CC=C1CCNC(=O)C2=C(C3=CC=CC=C3C=C2)O	78.4	3.8
7967	108-94-1	C1CCC(=O)CC1	17.1	0.8
74089	1575-61-7	C(CCCl)CC(=O)Cl	17.1	2.0
158076	76738-62-0	CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O	50.9	3.2
2461	841-73-6	CCCCC1C(=O)NC(=O)N(C1=O)C2CCCCC2	66.5	2.9
104677	54029-45-7	C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N	121.0	1.8
53672	77501-90-7	CCOC(=O)COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]	108.0	3.6
5911905	63250-48-6	CCN1C(=CC(=O)OCC)SC(C1=O)N2CCCCC2	75.2	2.0
89734	22502-03-0	CC(=O)CC(=O)OCCOC	52.6	-0.3
11741	599-61-1	C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)N)N	94.6	1.0
171548	58-85-5	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	104.0	0.3
8581	131-92-0	C1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2C(=O)C4=C(C3=O)C5=C(C=C4)C6=CC(=C7C(=C6N5)C(=O)C8=CC=CC=C8C7=O)NC(=O)C9=CC=CC=C9	142.0	8.1
7240	95-51-2	C1=CC=C(C(=C1)N)Cl	26.0	1.9
95637	14008-53-8	C1CS(=O)(=O)CC1Br	42.5	0.6
4197	78415-72-2	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2	65.8	0.0
9873	423-55-2	C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	0.0	6.9
6537506	32536-52-0	C1=C(C(=C(C(=C1Br)Br)Br)Br)OC2=CC(=C(C(=C2Br)Br)Br)Br	9.2	9.0
3024618	96719-54-9	COC1=CC2=C(C=C1)C(N(CC2)C3=CC=CC=C3)C4=CC(=CC=C4)Cl	12.5	5.9
171434	55316-22-8	C1CSC(=O)C1NC(=O)C2=CN=CC=C2	84.4	0.2
28848	17959-11-4	CC(C)OC1=CC=CC=C1OC(=O)NCC(=O)COC	73.9	1.2
5281168	6728-26-3	CCCC=CC=O	17.1	1.5
20167	4196-86-5	C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)(COC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4	105.0	6.5
53172	38661-72-2	C1CC(CC(C1)CN=C=O)CN=C=O	58.9	3.7
7881	107-66-4	CCCCOP(=O)(O)OCCCC	55.8	1.5
34526	29232-93-7	CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C	88.8	4.2
54680660	137-66-6	CCCCCCCCCCCCCCCC(=O)OCC(C1C(=C(C(=O)O1)O)O)O	113.0	6.3
6545	78-63-7	CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C	36.9	3.9
29228	18708-70-8	C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl	45.8	3.6
5478883	26305-03-3	CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O	223.0	3.0
24827	10029-04-6	CCOC(=O)C(=C)CO	46.5	0.2
42061	56961-25-2	C1=C(C=C(C(=C1Cl)N)Cl)C(=O)O	63.3	2.6
11568	591-27-5	C1=CC(=CC(=C1)O)N	46.3	0.2
7900	107-98-2	CC(COC)O	29.5	-0.2
214145	27778-82-1	CCC(C)C(CN(C)C)C1=C(C=CC(=C1)F)OCC	12.5	4.3
74828	2009-83-8	C(CCCCl)CCO	20.2	1.6
4162	125-64-4	CCC1(C(=O)C(CNC1=O)C)CC	46.2	0.8
43815	61869-08-7	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4	39.7	3.5
3063243	100199-60-8	C1=CC(=CC=C1CO)OCCN2C=CN=C2	47.3	1.0
1549521	623-30-3	C1=COC(=C1)C=CC=O	30.2	1.1
5833	52-01-7 	CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C	85.7	2.9
15910	1897-45-6	C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl	47.6	2.9
6256	70-00-8	C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O	99.1	-0.5
84098	141112-29-0	CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3	85.6	2.4
26285	13808-36-1	CCC(=O)NC1=NC=C(S1)Cl	70.2	2.6
10194	480-63-7	CC1=CC(=C(C(=C1)C)C(=O)O)C	37.3	2.6
18204	3033-62-3	CN(C)CCOCCN(C)C	15.7	0.2
22586	6219-89-2	CC1=C(C=CC(=C1)NC2=CC=C(C=C2)O)N	58.3	2.4
9570438	25875-51-8	C1=CC(=CC=C1C=NNC(=NN=CC2=CC=C(C=C2)Cl)N)Cl	75.1	3.8
70405	965-40-2	C1CCC(CC1)OC(=O)CCC(=O)OC2CCCCC2	52.6	3.5
846743	74957-49-6	CN(C)C(=O)C=CC1=CC2=C(C=C1)OCO2	38.8	2.0
71961	63358-49-6	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C	216.0	-3.4
95697	7250-71-7	CC(=O)OCC(COC1=CC=CC=C1)OC(=O)C	61.8	2.0
3047397	63498-62-4	CC1=C(C(=C(C(=C1Cl)Cl)Cl)C(Cl)Cl)Cl	0.0	5.9
15504	1678-91-7	CCC1CCCCC1	0.0	4.0
22833335	42222-50-4	CCCCCCCCC=CCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCC=CCCCCCCCC	52.6	16.1
9570362	20417-83-8	CC(=NOC(=O)NC)C(C)(C)[N+](=O)[O-]	96.5	0.7
3114	3737-09-5	CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C	59.2	3.2
4943	2078-54-8	CC(C)C1=C(C(=CC=C1)C(C)C)O	20.2	3.8
16859	2338-25-2	C1=C2C(=CC(=C1Cl)Cl)N=C(N2)C(F)(F)F	28.7	4.0
3033877	26402-26-6	CCCCCCCC(=O)OCC(CO)O	66.8	2.0
21855	5636-83-9	CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C	16.1	2.7
7285	96-18-4	C(C(CCl)Cl)Cl	0.0	1.8
8209	112-72-1	CCCCCCCCCCCCCCO	20.2	6.2
122527	29766-64-1	CCOC(=O)C1=CNC2CCCC(N2C1=O)C	58.6	1.6
203071	13740-38-0	CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NC2=CC=CC=C2	38.3	4.4
3090	551-92-8	CC1=NC=C(N1C)[N+](=O)[O-]	63.6	0.1
6781	84-66-2	CCOC(=O)C1=CC=CC=C1C(=O)OCC	52.6	2.5
443943	3093-35-4	CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C	72.8	3.6
7778	105-85-1	CC(CCC=C(C)C)CCOC=O	26.3	3.8
21576	5437-98-9	CC(=O)CC(=O)NC1=CC=C(C=C1)OC	55.4	1.5
6993773	3789-59-1	CCC(C1=CC=CC=C1)N	26.0	1.7
7130	93-19-6	CC(C)CC1=NC2=CC=CC=C2C=C1	12.9	3.8
91601	31570-04-4	CC(C)(C)C1=CC(=C(C=C1)OP(OC2=C(C=C(C=C2)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=C3)C(C)(C)C)C(C)(C)C)C(C)(C)C	27.7	15.5
11850	608-66-2	C(C(C(C(C(CO)O)O)O)O)O	121.0	-3.1
6252910	804-36-4	C1=C(OC(=C1)[N+](=O)[O-])C=CC(=NN=C(N)N)C=CC2=CC=C(O2)[N+](=O)[O-]	195.0	1.7
13618	933-75-5	C1=CC(=C(C(=C1Cl)O)Cl)Cl	20.2	3.8
9801235	725228-45-5	C1CN(CCC1C2=CC=CC(=C2)CN)C(=O)C3=CC=C(O3)C#CC4=CC=CC=C4F	59.5	4.0
35743	31143-55-2	CCCC1=C(C=C(C=C1)C)O	20.2	3.3
25475	11126-42-4	C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C=C(C(=C2Cl)Cl)C3=C(C(=CC(=C3)Cl)Cl)Cl)Cl	0.0	11.0
16787	2282-34-0	CCCC(C)C1=CC(=CC=C1)OC(=O)NC	38.3	3.7
285033	26833-87-4	CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O	124.0	0.8
43707	61614-62-8	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]	219.0	4.6
3068035	82697-76-5	COC1=CC(=CC(=C1OC)OC)C2NC(=O)CCS2	82.1	1.4
17349	2545-59-7	CCCCOCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl	44.8	4.7
62378	1128-08-1	CCCCCC1=C(CCC1=O)C	17.1	2.9
3727	144-48-9	C(C(=O)N)I	43.1	-0.2
12097469	116020-44-1	CCCC1CCC(CC1)C2CCC(CC2)C=C	0.0	7.4
68844	138890-62-7	CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC	164.0	-0.3
342	108-39-4	CC1=CC(=CC=C1)O	20.2	2.0
3601357	80693-00-1	CC1=CC(=C(C(=C1)C(C)(C)C)OP2OCC3(CO2)COP(OC3)OC4=C(C=C(C=C4C(C)(C)C)C)C(C)(C)C)C(C)(C)C	55.4	10.6
36603	33813-20-6	C1CN2C(=N1)SSC2=S	98.3	0.8
117971	38640-62-9	CC(C)C1=CC=CC2=C1C=CC=C2C(C)C	0.0	5.9
34192	28249-77-6	CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl	45.6	3.4
87984	19248-13-6	CCN(CCN)C1=CC=CC(=C1)C	29.3	2.2
4156	66-27-3	COS(=O)(=O)C	51.8	-0.4
8482	121-61-9	CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N	97.6	0.0
39697	50539-73-6	CC1(CC2=C(O1)C(=CC=C2)OC(=O)NCSC3=CC=C(C=C3)Cl)C	72.9	5.3
7264	95-84-1	CC1=CC(=C(C=C1)O)N	46.3	1.2
3055392	72353-29-8	CC(C1=CC2=C(C=C1)C3=CC=CC=C3C2)SCC(=O)O	62.6	4.0
1551246	5146-66-7	CC(=CCCC(=CC#N)C)C	23.8	3.3
232446	843-55-0	C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O	40.5	5.4
67826	376-53-4	C(#N)C(C(C(C(C#N)(F)F)(F)F)(F)F)(F)F	47.6	2.4
32912	25354-97-6	CCCCCCCCC(CCCCCC)C(=O)O	37.3	6.4
967	65-86-1	C1=C(NC(=O)NC1=O)C(=O)O	95.5	-1.4
7169	93-99-2	C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2	26.3	3.6
1201518	464-45-9	CC1(C2CCC1(C(C2)O)C)C	20.2	2.7
11813	606-20-2	CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-]	91.6	2.1
174709	88881-65-6	CCN(CC(=O)OCC(F)(F)F)C1=CC=CC(=C1)C	29.5	3.8
119850	28998-50-7	COC(=O)C1CCC2=C1C=CC(=C2)C3CCCCC3	26.3	4.7
30717	21626-89-1	C1C2=CC=CC=C2C(=O)N3N1C(=O)C4=CC=CC=C4C3	40.6	1.9
76611	3152-41-8	CCOP(=S)(OCC)SCSC1=CC(=C(C=C1)Cl)Cl	101.0	6.0
11173	556-82-1	CC(=CCO)C	20.2	1.0
