	1
145701-23-1	0
116255-48-2	1
125401-92-5	0
9016-00-6	0
124-40-3	0
71-23-8	0
210631-68-8	0
165252-70-0	0
2445-76-3	0
78761-38-3	0
2639-63-6	0
111-80-8	0
6381-91-5	0
4265-16-1	0
2459-10-1	0
16728-49-7	0
124-43-6	0
21722-83-8	0
85446-17-9	0
4621-04-9	0
110617-70-4	1
3790-78-1	0
6290-17-1	0
21834-92-4	1
65894-82-8	0
16587-71-6	0
94-46-2	0
5579-78-2	0
79-78-7	0
13446-18-9	0
502-72-7	0
151-73-5	0
26921-17-5	0
29461-14-1	0
3068-76-6	0
94-97-3	0
304-17-6	0
28069-72-9	0
541-47-9	0
58-56-0	0
3352-87-2	0
6911-51-9	1
NOCAS_47140	0
2592-95-2	1
9004-73-3	0
1162-06-7	1
137-06-4	0
880-09-1	0
122-69-0	0
13678-68-7	0
867-81-2	0
141-16-2	0
57646-30-7	0
22629-49-8	0
2349-07-7	0
7785-33-3	0
122-48-5	1
104-53-0	0
1320-15-6	0
125225-28-7	1
24817-51-4	0
9003-11-6	0
28664-35-9	0
143983-91-9	0
61295-41-8	0
119-65-3	0
103-38-8	0
628-97-7	0
91-61-2	0
344-04-7	0
99300-78-4	0
1111-78-0	0
30124-94-8	1
2439-54-5	0
1193-81-3	0
2638-94-0	0
55-06-1	1
87-19-4	0
4994-16-5	0
543-49-7	0
513-86-0	0
1897-52-5	0
3057-08-7	0
1331-81-3	0
23747-48-0	0
3811-04-9	0
432-25-7	0
1577-03-3	1
911217-00-0	0
6290-37-5	0
2499-59-4	0
89-79-2	0
29091-09-6	1
NOCAS_47708	0
37609-25-9	0
100-86-7	0
21948-70-9	0
122-91-8	0
143-13-5	0
13019-22-2	0
8000-34-8	1
63477-41-8	0
141-92-4	0
19322-27-1	0
20665-85-4	0
61791-12-6	1
564-20-5	1
105-86-2	0
124-12-9	0
99-49-0	0
17102-64-6	0
475-31-0	0
99-83-2	0
3209-13-0	1
644-35-9	0
255714-11-5	0
7549-33-9	0
1322-17-4	0
6707-60-4	0
122-67-8	0
16491-24-0	1
13481-87-3	0
63449-68-3	1
109-42-2	0
2219-82-1	0
1244-76-4	1
5174-32-3	1
13494-07-0	0
4437-51-8	0
38205-60-6	0
1118-39-4	0
104-50-7	0
27593-23-3	0
13851-11-1	0
112-17-4	0
67883-79-8	0
6378-65-0	0
1076-56-8	0
83834-59-7	0
2274-11-5	1
1117-55-1	0
38462-22-5	0
13816-33-6	0
828-26-2	0
14952-06-8	0
933-48-2	0
2043-55-2	0
9016-87-9	0
122-72-5	0
123-29-5	0
28588-75-2	1
144-39-8	0
67952-65-2	0
34413-35-9	0
1638-22-8	1
2443-58-5	1
6359-82-6	1
8028-48-6	1
90-17-5	1
10032-15-2	0
3188-00-9	0
65416-14-0	0
64275-73-6	0
119-07-3	1
1438-94-4	0
68515-75-3	0
103-52-6	0
3282-73-3	1
505-79-3	1
644-08-6	0
2398-37-0	0
15707-23-0	0
112-06-1	0
607-88-5	0
2305-05-7	0
116296-31-2	0
22047-49-0	0
110-41-8	1
109-29-5	0
94-47-3	0
1069-66-5	0
108-29-2	0
141-25-3	0
31501-11-8	0
13380-94-4	0
15619-48-4	1
765-70-8	0
41519-23-7	0
103-05-9	0
13466-78-9	0
103-53-7	0
67028-40-4	0
78-37-5	1
13679-70-4	0
1679-51-2	0
103-36-6	0
2040-10-0	0
4536-23-6	0
474-86-2	1
645-56-7	0
55066-56-3	0
25209-66-9	0
123-41-1	0
37526-88-8	0
2270-60-2	0
36631-30-8	0
2478-10-6	0
138-15-8	0
3077-12-1	0
8008-45-5	0
112226-61-6	1
112-31-2	1
7779-78-4	0
55418-52-5	0
16485-10-2	0
2897-60-1	0
6010-91-9	0
25152-85-6	0
8006-90-4	0
41394-05-2	0
17283-81-7	0
26576-46-5	0
126-64-7	0
774-55-0	0
68917-18-0	0
50816-18-7	0
122-68-9	0
17526-94-2	0
6790-58-5	0
1679-07-8	0
105-21-5	0
33704-61-9	0
141-14-0	0
7335-26-4	0
93-51-6	0
121-98-2	0
28940-11-6	0
622-62-8	1
55719-85-2	0
4128-17-0	0
3697-42-5	1
162881-26-7	0
35250-53-4	0
28069-74-1	0
24772-51-8	0
502-47-6	0
33693-84-4	0
2224-49-9	1
26644-00-8	0
540-07-8	0
698-76-0	0
123333-56-2	1
5435-64-3	0
103-59-3	0
68606-83-7	1
68610-51-5	0
5205-11-8	0
90-87-9	0
NOCAS_47129	0
459-80-3	0
28588-74-1	0
4312-99-6	0
135-79-5	0
39255-32-8	0
130-80-3	1
2338-76-3	0
2469-55-8	0
697-82-5	0
4643-27-0	0
23495-12-7	0
5331-43-1	0
17351-75-6	0
78-35-3	0
2785-87-7	0
1191-16-8	0
1331-83-5	0
515-03-7	1
90-42-6	0
520-45-6	0
93957-54-1	1
1321-74-0	0
7758-19-2	0
932-83-2	0
684-93-5	0
4548-53-2	1
615-53-2	0
602-87-9	1
1461-25-2	1
10034-93-2	0
629-50-5	0
1120-36-1	0
644-97-3	0
112-18-5	0
139-96-8	0
6983-79-5	0
1333-39-7	0
3164-85-0	0
84-61-7	1
645-62-5	0
67485-29-4	1
541-02-6	0
608-93-5	0
3085-30-1	0
960-71-4	1
92-00-2	0
541-05-9	0
141-23-1	0
586-62-9	0
4131-74-2	0
629-59-4	0
1241-94-7	0
NOCAS_48166	1
40649-36-3	0
NOCAS_48507	1
174185-16-1	1
588941-45-1	1
769-92-6	0
4344-55-2	0
88-24-4	1
115-99-1	0
95-38-5	1
146011-65-6	1
6285-05-8	0
27247-96-7	0
199584-38-8	0
4342-36-3	1
838-85-7	0
NOCAS_48514	0
1192-52-5	1
686756-87-6	1
460081-99-6	1
151506-44-4	0
25103-09-7	0
91465-08-6	1
7785-70-8	0
611-70-1	0
272451-65-7	1
129298-91-5	1
27090-63-7	0
15499-27-1	0
2696-84-6	0
122-62-3	0
NOCAS_48176	1
2497-21-4	0
104-13-2	0
68609-97-2	0
480-63-7	0
1191914-21-2	0
112-66-3	0
89-71-4	0
109-31-9	0
18979-55-0	1
9005-65-6	0
79098-20-7	0
149413-74-1	1
9004-96-0	0
94-08-6	0
39905-57-2	1
1883-78-9	0
67-30-1	1
181274-17-9	0
1632-73-1	0
NOCAS_48172	1
129299-90-7	1
6080-56-4	0
127-25-3	0
NOCAS_48505	1
1062243-51-9	1
124-06-1	0
111-62-6	0
5407-98-7	0
1434-54-4	1
25550-98-5	0
70568-60-4	0
5743-28-2	0
134-31-6	1
NOCAS_48516	0
19525-59-8	0
3777-69-3	1
1671-75-6	0
25496-72-4	0
13680-35-8	1
136042-19-8	0
78473-71-9	1
2396-68-1	0
125-12-2	0
1625-91-8	0
938-16-9	0
6119-47-7	1
107071-66-9	1
87-18-3	0
569-61-9	1
NOCAS_48509	0
NOCAS_48518	0
625114-41-2	0
65505-17-1	1
22260-51-1	1
2467-02-9	1
825643-57-0	1
124-19-6	0
138472-01-2	0
114651-37-5	0
705-60-2	1
102676-31-3	0
106-45-6	0
112-40-3	0
22694-96-8	0
17209-72-2	0
2094-98-6	0
1118-27-0	0
1191-62-4	0
41395-83-9	0
6533-00-2	1
35854-86-5	0
67715-80-4	0
502-61-4	0
33467-74-2	0
6149-03-7	0
31375-17-4	0
122-73-6	0
33032-12-1	0
1124-63-6	0
140923-17-7	0
3008-43-3	0
60125-24-8	1
4927-39-3	0
15763-76-5	0
25339-09-7	0
2943-75-1	0
712-50-5	0
68392-35-8	1
109293-97-2	0
53-41-8	1
619-50-1	0
487-68-3	0
16356-11-9	0
1879-09-0	0
123-02-4	0
13759-92-7	0
76014-81-8	0
16484-77-8	0
104-90-5	0
716-79-0	0
67-71-0	0
827-94-1	1
5742-17-6	0
120983-64-4	1
2235-43-0	0
4221-68-5	1
78-46-6	0
122-01-0	0
16529-56-9	0
111-34-2	0
1939-36-2	0
622-45-7	0
1719-58-0	0
6843-66-9	0
1656-48-0	0
4719-04-4	0
10482-56-1	0
615-20-3	0
106-32-1	0
821-48-7	0
2680-03-7	0
763-32-6	0
17557-23-2	0
89-61-2	0
364-76-1	0
2859-67-8	0
2460-77-7	1
41484-35-9	0
171118-09-5	0
13963-57-0	0
868-57-5	0
4390-04-9	0
20018-09-1	1
1678-91-7	0
83-56-7	1
3120-74-9	1
6379-73-3	0
103-56-0	0
101-67-7	0
16867-04-2	0
832-69-9	1
3006-93-7	1
123-15-9	0
84-15-1	1
55179-31-2	1
75980-60-8	1
563-04-2	0
31482-56-1	0
10147-40-7	0
29548-30-9	0
87-41-2	0
1885-14-9	0
301-00-8	1
142-29-0	0
10022-28-3	0
609-66-5	0
35141-30-1	0
122454-29-9	1
51200-87-4	0
64091-91-4	0
109-04-6	0
619-73-8	0
135-02-4	0
873-32-5	0
109-08-0	0
78-97-7	0
106-58-1	0
506-68-3	0
544-01-4	0
175178-82-2	0
2167-23-9	0
4385-05-1	0
187022-11-3	0
100-25-4	1
79-30-1	0
52663-68-0	0
2051-62-9	0
1885-38-7	0
80-48-8	0
105-31-7	0
18794-84-8	0
239110-15-7	1
509-34-2	1
131-52-2	1
6175-45-7	0
611-14-3	0
6358-09-4	1
693-54-9	0
584-03-2	0
92-91-1	1
4584-46-7	0
611-59-6	0
628-81-9	0
2481-94-9	1
90982-32-4	0
1139-30-6	0
498-81-7	0
14024-18-1	0
67233-85-6	0
6094-02-6	0
112-16-3	0
580-51-8	1
2682-20-4	1
76703-62-3	0
2648-61-5	1
626-64-2	0
452-58-4	0
86-28-2	1
150-19-6	0
5103-71-9	0
109-78-4	0
115-18-4	0
462-95-3	0
88-10-8	0
NOCAS_47218	0
3064-70-8	1
135-98-8	0
141-91-3	0
93-16-3	0
20120-33-6	0
874-60-2	0
3277-26-7	0
78-62-6	0
2426-54-2	0
3118-97-6	1
14938-35-3	1
98105-99-8	0
13080-86-9	1
6174-86-3	1
5655-61-8	0
6440-58-0	0
93-53-8	0
100-43-6	0
821-55-6	0
144-74-1	0
1207-12-1	1
81541-12-0	0
178928-70-6	1
92-44-4	1
123-56-8	0
103-28-6	0
110-75-8	0
2597-93-5	1
767-00-0	0
2032-65-7	1
68479-98-1	0
59572-10-0	0
97-89-2	0
111-31-9	0
6283-25-6	1
108-48-5	0
86-98-6	0
140-53-4	0
6842-15-5	0
104-72-3	0
108-87-2	0
526-73-8	0
3634-83-1	0
65983-31-5	0
1489-69-6	0
144171-61-9	0
319-86-8	1
5694-00-8	0
15165-67-0	0
565-80-0	0
102-85-2	0
78-77-3	0
496-11-7	0
624-18-0	0
17321-47-0	0
142-08-5	0
87-91-2	0
623-36-9	0
98-02-2	0
70630-17-0	0
140939-17-9	0
89-75-8	0
100-80-1	0
6358-53-8	1
3648-21-3	0
1672-46-4	0
3647-69-6	0
120-21-8	1
141-93-5	0
4584-49-0	1
60-25-3	0
643-28-7	0
33693-04-8	0
927-62-8	0
1470-94-6	0
95-56-7	0
35045-02-4	0
687-47-8	0
2114-11-6	0
6117-91-5	0
10416-59-8	0
609-23-4	0
109-97-7	0
596-03-2	1
541-85-5	0
19532-03-7	0
56-37-1	0
107133-36-8	0
18015-76-4	1
16409-43-1	0
96-54-8	0
82697-71-0	0
1942-71-8	1
121-87-9	1
58654-67-4	0
163515-14-8	0
17418-58-5	1
136-85-6	0
19721-22-3	0
89415-87-2	0
65-71-4	0
5888-33-5	0
78-98-8	0
4856-95-5	0
NOCAS_52866	0
1569-60-4	0
21679-31-2	0
19660-16-3	0
82-44-0	1
93-02-7	0
2588-04-7	0
150-46-9	0
2479-46-1	0
36437-37-3	0
591-22-0	0
139968-49-3	0
94-86-0	0
17754-90-4	1
5977-14-0	0
56507-37-0	0
76-83-5	1
5405-41-4	0
626-39-1	0
90325-47-6	0
91-10-1	0
1100-88-5	1
68424-85-1	1
329-89-5	1
540-38-5	0
140939-15-7	0
NOCAS_57890	0
67762-27-0	0
7786-67-6	0
627-30-5	0
24038-68-4	1
612-12-4	1
2402-78-0	0
589-66-2	0
130-15-4	1
2439-01-2	0
3068-00-6	0
1163-19-5	0
50-69-1	0
51384-51-1	0
10061-01-5	0
112-29-8	0
87-13-8	0
1609-47-8	0
569-64-2	1
104-82-5	0
35958-30-6	0
5949-05-3	0
85-22-3	0
707-61-9	0
23128-74-7	0
639-58-7	1
5103-74-2	0
17354-14-2	0
635-22-3	1
464-48-2	0
126-75-0	0
13183-79-4	0
60-01-5	0
121-72-2	0
93-52-7	0
105-90-8	0
626-60-8	0
24683-00-9	0
591-12-8	0
3388-04-3	0
1571-75-1	1
330-95-0	0
23696-85-7	0
152019-73-3	0
1752-30-3	0
147150-35-4	0
81-30-1	0
616-47-7	0
615-13-4	0
134-85-0	1
110553-27-0	0
116-17-6	0
104-87-0	0
1121-78-4	0
122931-48-0	0
91-67-8	0
7492-66-2	0
719-59-5	1
791-31-1	1
623-33-6	0
193-39-5	1
20662-14-0	0
3424-82-6	1
135590-91-9	1
7786-61-0	0
103-26-4	0
110-01-0	0
551-93-9	0
213464-77-8	0
99129-21-2	0
79-09-4	0
64436-13-1	0
17420-30-3	0
243973-20-8	0
15059-52-6	0
603-36-1	0
1885-29-6	0
79-07-2	0
108-74-7	0
7005-72-3	0
124-05-0	0
874-90-8	0
2832-40-8	1
2497-06-5	0
71441-28-6	0
23726-91-2	0
56070-16-7	0
3852-09-3	0
84-58-2	0
626-48-2	0
617-89-0	0
63134-33-8	1
87820-88-0	0
140-56-7	1
139-65-1	0
80-07-9	1
111-77-3	0
117-18-0	1
95-54-5	1
1806-26-4	1
77-73-6	0
25103-58-6	0
60-09-3	1
141-43-5	0
527-20-8	1
744-45-6	0
602-60-8	1
5307-14-2	1
119-34-6	1
111-15-9	0
60-57-1	1
106-47-8	0
100-01-6	1
2835-95-2	1
602-01-7	1
121-88-0	1
110-26-9	0
2052-07-5	1
2243-62-1	0
627-18-9	0
65558-69-2	1
6285-57-0	1
188425-85-6	0
131983-72-7	1
950-37-8	1
104206-82-8	0
29420-49-3	0
1421-63-2	1
550-44-7	0
271-89-6	0
700-06-1	1
606-37-1	1
495-18-1	1
74-11-3	0
129-00-0	1
27176-87-0	0
10552-74-6	0
4460-86-0	0
55335-06-3	0
584-79-2	1
72-43-5	1
4376-20-9	1
55219-65-3	1
19044-88-3	1
94-82-6	0
22224-92-6	1
13194-48-4	0
1763-23-1	0
66332-96-5	1
131860-33-8	1
